num,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,sort
2119,0.5003,0.4995,0.067,0.0602,0.0153,0.0555,0.0401,-0.0657,-0.0615,-0.0084,0.0254,0.0538,0.0139,-0.0546,-0.0348,0.0044,0.0133,-0.0351,-0.1034,-0.0935,-0.0198,0.0146,0.0421,-0.0107,-0.0547,-0.0264,0.0267,0.0369,2
2120,0.4998,0.4992,0.0791,0.0485,0.0112,0.0548,0.0354,-0.0624,-0.0598,-0.0145,0.0252,0.0526,0.0157,-0.0561,-0.0416,0.0084,0.0157,-0.0323,-0.1031,-0.095,-0.0171,0.0068,0.0283,-0.0108,-0.0577,-0.0306,0.026,0.0362,2
2121,0.4998,0.4999,0.0563,0.0688,0.014,0.0532,0.0313,-0.0661,-0.0673,-0.012,0.0252,0.05,0.0127,-0.0551,-0.0361,0.006,0.0145,-0.0319,-0.1079,-0.0904,-0.0206,0.0084,0.0329,-0.0112,-0.0589,-0.0298,0.0287,0.0383,2
2122,0.4996,0.4996,0.0623,0.0561,0.0099,0.0558,0.0299,-0.0648,-0.0638,-0.0135,0.0217,0.0494,0.0172,-0.0554,-0.0359,0.008,0.0047,-0.0343,-0.102,-0.0956,-0.0185,0.0082,0.0307,-0.0123,-0.0577,-0.0251,0.0283,0.0395,2
2123,0.5003,0.4997,0.0572,0.0551,0.0115,0.0646,0.0339,-0.0655,-0.0638,-0.0117,0.023,0.0517,0.0161,-0.0564,-0.0397,0.006,0.0147,-0.0318,-0.1061,-0.0938,-0.0217,0.0087,0.0285,-0.0126,-0.0605,-0.0275,0.03,0.0347,2
2124,0.5,0.4992,0.0603,0.0301,0.0157,0.0632,0.0313,-0.0641,-0.0677,-0.016,0.024,0.0508,0.0157,-0.0566,-0.0421,0.0058,0.0129,-0.032,-0.1046,-0.092,-0.0183,0.012,0.0372,-0.0131,-0.0552,-0.0246,0.0291,0.0361,2
2125,0.4998,0.4995,0.0738,0.0416,0.0131,0.0569,0.0356,-0.0642,-0.0681,-0.0147,0.0254,0.0547,0.0129,-0.0574,-0.0365,0.0064,0.0066,-0.0332,-0.104,-0.0853,-0.019,0.0141,0.0289,-0.0113,-0.0603,-0.0267,0.0254,0.0379,2
2126,0.4996,0.4994,0.1128,0.0527,0.0107,0.0595,0.0338,-0.0664,-0.0659,-0.0127,0.027,0.051,0.0133,-0.0556,-0.0392,0.0062,0.013,-0.0335,-0.1039,-0.0867,-0.019,0.0127,0.0335,-0.0118,-0.063,-0.0252,0.0284,0.0365,2
2127,0.5001,0.4997,0.0684,0.0519,0.0121,0.0599,0.0326,-0.0648,-0.0621,-0.0138,0.0258,0.0493,0.0148,-0.0576,-0.0406,0.0059,0.0138,-0.0328,-0.1085,-0.0936,-0.0163,0.0036,0.0337,-0.0109,-0.0623,-0.027,0.0278,0.036,2
2128,0.4996,0.4993,0.0657,0.045,0.0108,0.06,0.0394,-0.0644,-0.0721,-0.012,0.0232,0.045,0.0183,-0.0556,-0.0353,0.0076,0.0104,-0.0355,-0.1062,-0.0941,-0.0225,0.0068,0.0282,-0.0112,-0.0609,-0.0222,0.0268,0.04,2
2129,0.4994,0.4994,0.0661,0.0589,0.0128,0.0634,0.0386,-0.0646,-0.0685,-0.0115,0.0226,0.0489,0.0188,-0.0561,-0.0393,0.0075,0.0104,-0.036,-0.1069,-0.0933,-0.0178,0.0073,0.0354,-0.0117,-0.0568,-0.0248,0.0287,0.0324,2
2130,0.4998,0.4997,0.071,0.0478,0.0097,0.058,0.034,-0.0647,-0.0559,-0.0169,0.025,0.0467,0.0202,-0.0543,-0.0358,0.0066,0.0073,-0.0303,-0.1126,-0.0853,-0.0221,0.009,0.0327,-0.0111,-0.0603,-0.0302,0.0275,0.0365,2
2131,0.5003,0.4996,0.0422,0.0428,0.012,0.0627,0.0391,-0.0633,-0.0585,-0.0076,0.0233,0.0459,0.0206,-0.0556,-0.0382,0.0084,0.0069,-0.0317,-0.1031,-0.0886,-0.0159,0.0108,0.0298,-0.0128,-0.0533,-0.0235,0.0284,0.04,2
2132,0.4997,0.4991,0.0556,0.025,0.0072,0.0584,0.0286,-0.0631,-0.0676,-0.0154,0.0219,0.0469,0.0135,-0.0554,-0.041,0.0055,0.0149,-0.0346,-0.109,-0.0859,-0.0204,0.0109,0.0296,-0.0119,-0.0633,-0.0285,0.0276,0.0413,2
2133,0.4996,0.4999,0.0652,0.0473,0.0125,0.0609,0.038,-0.0636,-0.0635,-0.0134,0.0224,0.0504,0.0182,-0.0537,-0.0341,0.007,0.0085,-0.0345,-0.1054,-0.0917,-0.0177,0.015,0.0344,-0.0108,-0.0592,-0.0276,0.0279,0.0378,2
2134,0.4995,0.4998,0.0595,0.0821,0.0095,0.0664,0.0397,-0.0645,-0.0684,-0.0137,0.0256,0.0497,0.0167,-0.0561,-0.0367,0.0066,0.0133,-0.0349,-0.1113,-0.0931,-0.0202,0.0095,0.0312,-0.0101,-0.0546,-0.0302,0.0271,0.0368,2
2135,0.4999,0.4992,0.0907,0.064,0.0136,0.0586,0.029,-0.0622,-0.0635,-0.0152,0.0218,0.0542,0.0113,-0.0548,-0.0436,0.0087,0.017,-0.0348,-0.1041,-0.0972,-0.0187,0.0121,0.0366,-0.0109,-0.0589,-0.0306,0.0275,0.0375,2
2136,0.4998,0.4993,0.0756,0.0465,0.0126,0.0568,0.0298,-0.0629,-0.065,-0.0157,0.0222,0.0488,0.0187,-0.0543,-0.0394,0.01,0.0208,-0.0325,-0.109,-0.0865,-0.0202,0.0118,0.0325,-0.0139,-0.0621,-0.0238,0.0283,0.0403,2
2137,0.4996,0.4999,0.0669,0.02,0.0108,0.059,0.0398,-0.0651,-0.065,-0.0129,0.0242,0.0571,0.0182,-0.0553,-0.0384,0.0063,0.0139,-0.0329,-0.1117,-0.0884,-0.0214,0.006,0.0243,-0.013,-0.057,-0.029,0.0272,0.0363,2
2138,0.4994,0.4995,0.0471,0.0464,0.0085,0.0619,0.0389,-0.0635,-0.0632,-0.012,0.0236,0.0512,0.0124,-0.0554,-0.0375,0.0046,0.0124,-0.0345,-0.1037,-0.0911,-0.0195,0.0128,0.0298,-0.0107,-0.0574,-0.0308,0.0267,0.0353,2
2139,0.5003,0.4998,0.0693,0.04,0.0117,0.0596,0.0346,-0.0679,-0.0635,-0.0141,0.0244,0.0445,0.0171,-0.0556,-0.0367,0.0063,0.0157,-0.0341,-0.1018,-0.0941,-0.0204,0.0092,0.0304,-0.0101,-0.0558,-0.0274,0.027,0.0388,2
2140,0.5,0.4996,0.0536,0.0618,0.0088,0.0625,0.0419,-0.0646,-0.058,-0.0184,0.0239,0.0504,0.0189,-0.0573,-0.0433,0.0082,0.014,-0.0345,-0.1059,-0.0921,-0.0194,0.0131,0.0363,-0.0126,-0.0585,-0.0251,0.028,0.0377,2
2141,0.4995,0.4994,0.0905,0.0965,0.0095,0.0551,0.0402,-0.0647,-0.0671,-0.0152,0.0228,0.0475,0.0151,-0.0547,-0.0372,0.0105,0.0144,-0.0318,-0.1095,-0.0955,-0.0189,0.0085,0.0347,-0.0118,-0.0546,-0.0297,0.0262,0.0392,2
2142,0.4997,0.4995,0.0623,0.0499,0.0075,0.06,0.0377,-0.0643,-0.0683,-0.0128,0.0224,0.0495,0.0178,-0.0549,-0.037,0.0046,0.0141,-0.0369,-0.1041,-0.0896,-0.019,0.0111,0.0271,-0.0122,-0.0565,-0.0308,0.0279,0.0349,2
2143,0.4999,0.4992,0.0499,0.0418,0.011,0.0528,0.0375,-0.0647,-0.0718,-0.0107,0.0232,0.0481,0.0146,-0.0551,-0.0442,0.0095,0.0104,-0.0323,-0.1082,-0.0982,-0.0203,0.0075,0.0303,-0.011,-0.0558,-0.0231,0.0286,0.0394,2
2144,0.5002,0.4994,0.0424,0.058,0.013,0.049,0.0325,-0.0633,-0.0705,-0.0121,0.0234,0.048,0.0183,-0.0551,-0.0341,0.0065,0.0089,-0.0345,-0.1005,-0.0882,-0.019,0.0093,0.037,-0.0129,-0.0611,-0.023,0.029,0.0375,2
2145,0.4996,0.4995,0.0637,0.0523,0.0128,0.0644,0.033,-0.0658,-0.0593,-0.0192,0.0249,0.054,0.0156,-0.0546,-0.0386,0.007,0.0139,-0.0332,-0.0978,-0.0878,-0.0181,0.0106,0.0325,-0.0117,-0.0581,-0.0264,0.0284,0.0371,2
2146,0.4996,0.4998,0.056,0.0192,0.0091,0.0561,0.0291,-0.0646,-0.0598,-0.014,0.0242,0.054,0.0147,-0.0539,-0.0381,0.0057,0.0112,-0.0358,-0.0976,-0.0872,-0.0185,0.0146,0.0318,-0.0112,-0.0623,-0.0335,0.028,0.0375,2
2147,0.4998,0.4992,0.081,0.0214,0.0117,0.0664,0.0288,-0.0629,-0.0614,-0.0149,0.023,0.0499,0.0141,-0.0547,-0.0379,0.0073,0.0129,-0.0332,-0.1118,-0.0935,-0.0192,0.0131,0.0331,-0.0113,-0.0576,-0.0266,0.0279,0.0415,2
2148,0.5001,0.4994,0.0668,0.066,0.0092,0.0616,0.0319,-0.0643,-0.0742,-0.015,0.0241,0.0483,0.0173,-0.0548,-0.0402,0.0067,0.0193,-0.0331,-0.1101,-0.0881,-0.0162,0.0125,0.0301,-0.0133,-0.0556,-0.0296,0.0282,0.0407,2
2149,0.4995,0.4999,0.0658,0.0655,0.0106,0.0616,0.0362,-0.0627,-0.0665,-0.0189,0.0236,0.0517,0.0165,-0.0561,-0.0456,0.0029,0.009,-0.0356,-0.1032,-0.0969,-0.0203,0.0108,0.0302,-0.0118,-0.0564,-0.0253,0.0277,0.0368,2
2150,0.4997,0.5,0.0938,0.0388,0.0103,0.0698,0.0358,-0.0645,-0.0637,-0.0135,0.0236,0.0491,0.0177,-0.057,-0.0348,0.007,0.0147,-0.0348,-0.1029,-0.0958,-0.0199,0.0134,0.0277,-0.0121,-0.0618,-0.0243,0.0277,0.0393,2
2151,0.5,0.4992,0.0779,0.039,0.0102,0.0705,0.0378,-0.0637,-0.0655,-0.0149,0.023,0.0498,0.017,-0.0551,-0.0399,0.0105,0.0123,-0.0344,-0.1045,-0.0973,-0.0195,0.0146,0.0302,-0.0109,-0.0593,-0.0297,0.0278,0.0369,2
2152,0.4999,0.4995,0.0692,0.0566,0.0131,0.0584,0.0352,-0.0671,-0.0638,-0.0122,0.0222,0.0508,0.012,-0.0552,-0.038,0.0076,0.0135,-0.0347,-0.1054,-0.0861,-0.0231,0.0054,0.0322,-0.0121,-0.0555,-0.0254,0.029,0.0362,2
2153,0.4994,0.4994,0.0873,0.0383,0.0106,0.062,0.0437,-0.0619,-0.0627,-0.0162,0.0249,0.0462,0.0173,-0.0541,-0.0384,0.0085,0.004,-0.0348,-0.1015,-0.0872,-0.0174,0.0092,0.0337,-0.0129,-0.0609,-0.0229,0.0279,0.0399,2
2154,0.4994,0.4993,0.0821,0.0476,0.0085,0.0572,0.028,-0.0627,-0.0662,-0.014,0.0244,0.0511,0.0162,-0.0553,-0.0359,0.0086,0.014,-0.0354,-0.1042,-0.0885,-0.0182,0.0092,0.0291,-0.0119,-0.0567,-0.033,0.0271,0.0385,2
2155,0.5001,0.4992,0.0659,0.0475,0.009,0.0567,0.03,-0.0622,-0.0621,-0.0148,0.0245,0.0536,0.0126,-0.0554,-0.038,0.0049,0.0162,-0.0338,-0.1085,-0.092,-0.0199,0.0061,0.0342,-0.0133,-0.0594,-0.0196,0.0285,0.0407,2
2156,0.5095,0.5127,0.0575,0.0424,0.0116,0.0604,0.0366,-0.0623,-0.0658,-0.0143,0.0241,0.0438,0.0135,-0.0537,-0.0366,0.0028,0.0059,-0.0367,-0.11,-0.095,-0.0287,0.0064,0.0313,-0.0118,-0.059,-0.0281,0.0272,0.0346,2
2157,0.557,0.5598,0.062,0.0378,0.0099,0.0505,0.0331,-0.059,-0.0656,-0.0207,0.0236,0.0513,0.0166,-0.052,-0.0363,0.0057,0.007,-0.0364,-0.1059,-0.1013,-0.0293,0.0011,0.0321,-0.0112,-0.0588,-0.0273,0.0249,0.0343,2
2158,0.5972,0.6003,0.0913,0.0286,0.0076,0.0571,0.0387,-0.0604,-0.0661,-0.0201,0.0241,0.0473,0.0162,-0.052,-0.0404,0.0006,0.0088,-0.0357,-0.1096,-0.099,-0.0375,0.0005,0.0337,-0.0086,-0.0523,-0.0259,0.0227,0.0379,2
2159,0.6352,0.637,0.0502,0.0245,0.0087,0.066,0.0378,-0.0561,-0.0721,-0.0197,0.0216,0.0454,0.0171,-0.052,-0.0404,0.0043,0.0048,-0.0359,-0.112,-0.1037,-0.0415,-0.0047,0.0298,-0.0206,-0.0575,-0.0468,0.0208,0.0336,2
2160,0.652,0.6505,0.1069,0.0916,0.007,0.0593,0.0402,-0.0558,-0.0751,-0.0199,0.0248,0.0584,0.028,-0.0507,-0.0446,0.01,0.003,-0.0391,-0.1131,-0.1037,-0.0401,0.0015,0.0281,-0.0125,-0.0615,-0.0477,0.0243,0.0393,2
2161,0.6499,0.6503,0.0688,0.0641,0.0083,0.052,0.043,-0.0518,-0.0686,-0.0352,0.0232,0.0361,0.0176,-0.0501,-0.0457,0.0012,0.0037,-0.0482,-0.1104,-0.1211,-0.0343,-0.0077,0.0356,-0.0078,-0.0581,-0.0413,0.0229,0.0468,2
2162,0.6494,0.65,0.0702,0.0263,0.0082,0.0466,0.0419,-0.0626,-0.0708,-0.032,0.0237,0.0658,0.0192,-0.047,-0.0398,-0.0124,0.0141,-0.0386,-0.1106,-0.1029,-0.0357,0.0068,0.0357,-0.0071,-0.0558,-0.0164,0.0248,0.0258,2
2163,0.6505,0.6496,0.0643,0.1096,0.0087,0.0438,0.0333,-0.0542,-0.0602,-0.0175,0.0232,0.0259,0.0212,-0.0502,-0.0368,0.0002,0.0004,-0.0385,-0.1138,-0.13,-0.0392,-0.0062,0.0297,-0.0135,-0.0611,-0.0222,0.0252,0.0293,2
2164,0.65,0.6495,0.0886,0.0112,0.0056,0.0651,0.0388,-0.0574,-0.0679,-0.0221,0.0265,0.0205,0.0175,-0.0537,-0.0453,0.0082,0.0083,-0.0397,-0.108,-0.1167,-0.0363,-0.0081,0.0292,-0.0117,-0.0603,-0.0256,0.0194,0.0368,2
2165,0.6496,0.6503,0.088,0.12,0.0078,0.042,0.0415,-0.0543,-0.0699,-0.0295,0.0197,0.0422,0.0194,-0.0559,-0.039,-0.0006,0.0121,-0.0424,-0.1061,-0.1094,-0.0373,0.0033,0.0378,-0.0024,-0.06,-0.019,0.0219,0.0454,2
2166,0.6503,0.6503,0.0555,0.0489,0.0088,0.0846,0.033,-0.0611,-0.0704,-0.0256,0.0241,0.0439,0.0209,-0.0481,-0.0376,0.0062,0.0003,-0.0238,-0.1134,-0.1331,-0.0347,0.0134,0.0238,-0.012,-0.0613,-0.0241,0.0222,0.0317,2
2167,0.6505,0.6504,0.051,0.0572,0.007,0.0799,0.0356,-0.0587,-0.0718,-0.0405,0.0237,0.0476,0.0212,-0.0498,-0.046,-0.0001,-0.0002,-0.0312,-0.1194,-0.0884,-0.0388,-0.0103,0.026,-0.0056,-0.053,-0.0417,0.0257,0.026,2
2168,0.6498,0.6493,0.0971,0.0345,0.0062,0.0536,0.0372,-0.0544,-0.0652,-0.0223,0.0214,0.0232,0.0236,-0.0541,-0.0426,0.0119,0.0017,-0.0321,-0.1176,-0.0976,-0.0377,-0.0019,0.034,-0.0094,-0.0609,-0.0155,0.0233,0.0257,2
2169,0.6499,0.6502,0.1023,0.059,0.0101,0.0345,0.0409,-0.0539,-0.0664,-0.0108,0.0235,0.0579,0.0195,-0.0544,-0.0397,-0.0021,0.0017,-0.043,-0.1157,-0.0934,-0.0372,-0.0018,0.0366,-0.007,-0.0539,-0.0235,0.0227,0.0266,2
2170,0.6501,0.6504,0.0847,0.0645,0.007,0.0863,0.0378,-0.057,-0.0687,-0.0128,0.025,0.0434,0.0113,-0.0509,-0.0416,0.004,-0.0063,-0.0497,-0.1166,-0.1223,-0.0371,0.0083,0.0309,-0.0103,-0.0625,-0.0351,0.0268,0.0386,2
2171,0.6499,0.6499,0.0495,0.0064,0.009,0.0339,0.0459,-0.0515,-0.0594,-0.0257,0.0212,0.0479,0.0242,-0.0447,-0.0459,0.0045,0.0062,-0.0337,-0.1076,-0.1045,-0.0391,0.0026,0.0349,-0.0128,-0.06,-0.0198,0.0248,0.043,2
2172,0.6505,0.6495,0.1073,0.1129,0.007,0.0529,0.034,-0.055,-0.0674,-0.0207,0.0243,0.0493,0.0181,-0.055,-0.0381,0.0032,0.0059,-0.0277,-0.1122,-0.0848,-0.0391,-0.0116,0.0326,-0.0079,-0.0559,-0.0285,0.0256,0.0292,2
2173,0.6502,0.6506,0.0858,0.0062,0.012,0.0558,0.0406,-0.0574,-0.0733,-0.004,0.0226,0.0498,0.0174,-0.044,-0.0377,0.0077,0.0093,-0.0373,-0.1167,-0.0921,-0.0357,-0.0077,0.0339,-0.0063,-0.0622,-0.0139,0.022,0.0388,2
2174,0.6498,0.6506,0.03,0.0887,0.0068,0.066,0.0351,-0.0534,-0.0731,-0.0336,0.0219,0.0482,0.0175,-0.0494,-0.0466,-0.0062,0.0042,-0.047,-0.1206,-0.1008,-0.0358,-0.0087,0.0292,-0.0053,-0.0586,-0.0442,0.0224,0.0326,2
2175,0.6503,0.6498,0.0375,-0.0349,0.0082,0.038,0.0379,-0.0607,-0.0714,-0.0102,0.0249,0.0692,0.024,-0.0516,-0.0432,-0.0031,0.0051,-0.0297,-0.118,-0.1121,-0.0365,-0.0031,0.0296,-0.0098,-0.0643,-0.0202,0.023,0.0457,2
2176,0.6501,0.6497,0.0937,0.0273,0.0041,0.0434,0.0332,-0.0504,-0.0677,0.0043,0.0225,0.048,0.0213,-0.0563,-0.0425,0.0033,0.0001,-0.0432,-0.105,-0.0878,-0.0404,0.0084,0.0381,-0.0169,-0.058,-0.0359,0.0256,0.0321,2
2177,0.6497,0.6503,0.0698,0.1041,0.007,0.0276,0.042,-0.0581,-0.0723,-0.0076,0.0218,0.0636,0.0176,-0.0515,-0.0385,0.0095,-0.0064,-0.039,-0.115,-0.0888,-0.0379,0.0026,0.0254,-0.0116,-0.0567,-0.0397,0.026,0.0508,2
2178,0.6498,0.65,0.055,0.0994,0.0036,0.052,0.0469,-0.0554,-0.0751,-0.0286,0.0218,0.0491,0.0188,-0.0503,-0.0402,-0.0054,0.0042,-0.0374,-0.1034,-0.0737,-0.0335,-0.0074,0.0377,-0.0082,-0.0595,-0.0232,0.0213,0.0433,2
2179,0.6506,0.6498,0.0754,-0.0113,0.0037,0.0893,0.0342,-0.0613,-0.0782,-0.0281,0.0205,0.0623,0.0237,-0.0543,-0.0413,0.0047,-0.0016,-0.0291,-0.116,-0.1212,-0.0355,-0.0059,0.0338,-0.0082,-0.059,-0.0456,0.0226,0.0429,2
2180,0.6502,0.6497,0.0437,0.0374,0.0059,0.0767,0.0452,-0.0561,-0.0719,-0.0105,0.0219,0.0556,0.0185,-0.0542,-0.0423,-0.0079,0.0082,-0.0612,-0.108,-0.1198,-0.0423,-0.0095,0.0339,-0.0108,-0.0602,-0.0246,0.0262,0.0361,2
2181,0.6494,0.6498,0.0934,0.0569,0.0052,0.0592,0.0363,-0.0565,-0.0673,-0.0229,0.0239,0.0358,0.0161,-0.0542,-0.0349,0.0061,0.0048,-0.0425,-0.1126,-0.11,-0.0381,-0.0084,0.0259,-0.0039,-0.0541,-0.0354,0.0255,0.0255,2
2182,0.6493,0.65,0.0945,0.0501,0.004,0.0572,0.0355,-0.0545,-0.0666,-0.0231,0.0239,0.0753,0.0206,-0.051,-0.0429,-0.0079,0.008,-0.0386,-0.1131,-0.1042,-0.0321,-0.0038,0.0313,-0.0098,-0.0593,-0.0128,0.0257,0.0542,2
2183,0.65,0.6496,0.0712,0.0024,0.0051,0.0687,0.0402,-0.0555,-0.0693,-0.039,0.0228,0.0374,0.0214,-0.053,-0.0448,0.0144,-0.0031,-0.0473,-0.1105,-0.1066,-0.042,-0.0176,0.0369,-0.0119,-0.0567,-0.0246,0.0253,0.0295,2
2184,0.6503,0.6495,0.0603,0.045,0.0091,0.0381,0.0412,-0.0521,-0.0688,-0.0231,0.0248,0.0601,0.021,-0.0509,-0.04,0.0032,-0.0031,-0.0221,-0.1087,-0.093,-0.0417,0.0022,0.0357,-0.0109,-0.0565,-0.0363,0.0238,0.02,2
2185,0.6497,0.6503,0.0302,0.0297,0.0055,0.0284,0.0375,-0.0498,-0.0701,-0.0275,0.0227,0.0843,0.0194,-0.0578,-0.049,0.006,-0.0025,-0.0484,-0.1075,-0.1058,-0.0382,-0.0092,0.0338,-0.0104,-0.0602,-0.0421,0.0226,0.0406,2
2186,0.6493,0.65,0.1091,0.097,0.0071,0.0737,0.0413,-0.0545,-0.0688,-0.0106,0.0218,0.0685,0.0155,-0.0555,-0.0424,0.006,0.011,-0.0507,-0.1111,-0.1157,-0.0401,-0.0128,0.0329,-0.0057,-0.061,-0.023,0.0258,0.036,2
2187,0.6504,0.6495,0.0727,0.1385,0.01,0.0158,0.0444,-0.0622,-0.068,-0.0225,0.0213,0.0587,0.0185,-0.0542,-0.0423,0.0061,-0.0002,-0.0422,-0.1038,-0.1069,-0.0366,-0.0192,0.026,-0.0019,-0.0597,-0.0198,0.0226,0.0434,2
2188,0.6505,0.6497,0.0803,0.0239,0.0048,0.074,0.0381,-0.0536,-0.065,-0.0068,0.023,0.0514,0.0209,-0.0532,-0.0392,-0.0039,-0.0044,-0.0226,-0.1084,-0.1363,-0.0358,0.0045,0.0324,-0.0058,-0.0614,-0.0359,0.022,0.0363,2
2189,0.6499,0.6504,0.0488,0.0437,0.0074,0.0816,0.0378,-0.0578,-0.0691,-0.0074,0.0212,0.0308,0.024,-0.0528,-0.0391,0.0062,0.0054,-0.0395,-0.1107,-0.1101,-0.04,0.0032,0.0348,-0.0128,-0.0578,-0.0331,0.0254,0.0439,2
2190,0.6498,0.6504,0.0532,0.1091,0.0063,0.0785,0.0431,-0.0611,-0.0734,-0.0135,0.0222,0.0449,0.0193,-0.0527,-0.039,-0.0018,-0.0045,-0.0407,-0.1127,-0.0952,-0.0387,-0.0049,0.0374,-0.0099,-0.0624,-0.025,0.0233,0.0396,2
2191,0.6507,0.6499,0.0213,0.077,0.0058,0.0512,0.0405,-0.0637,-0.0687,-0.0264,0.0235,0.0655,0.0248,-0.0431,-0.0404,0.0103,0.0118,-0.0483,-0.1202,-0.1298,-0.0408,0.0045,0.0302,-0.0025,-0.0619,-0.0406,0.0229,0.0443,2
2192,0.6499,0.6497,0.0742,0.0742,0.0071,0.0664,0.03,-0.0511,-0.0715,-0.007,0.0195,0.0603,0.0203,-0.0565,-0.0453,0.0046,0.0073,-0.0349,-0.1144,-0.1159,-0.0379,0.0108,0.0358,-0.0088,-0.0626,-0.0293,0.0242,0.027,2
2193,0.6495,0.6502,0.0639,0.0837,0.0054,0.0379,0.0333,-0.0562,-0.0735,-0.0042,0.0229,0.0788,0.0198,-0.0468,-0.0412,-0.0153,0,-0.0275,-0.1132,-0.1268,-0.039,0,0.0352,-0.0072,-0.0536,-0.0226,0.0252,0.0296,2
2194,0.6497,0.6502,0.0659,0.0486,0.0076,0.0442,0.036,-0.0593,-0.0737,-0.0334,0.0208,0.0183,0.0202,-0.0511,-0.0378,0.007,0.0061,-0.0246,-0.1066,-0.1208,-0.0407,0.0026,0.0296,-0.0107,-0.0578,-0.0173,0.0223,0.0311,2
2195,0.6508,0.6499,0.0153,0.1198,0.0052,0.0619,0.0411,-0.0597,-0.063,-0.0245,0.0219,0.0623,0.0155,-0.0497,-0.045,0.0031,0.0001,-0.0408,-0.1085,-0.1,-0.0345,-0.0111,0.0328,-0.004,-0.0579,-0.0311,0.0201,0.0322,2
2196,0.6501,0.6492,0.0699,0.086,0.0049,0.0403,0.0442,-0.0564,-0.0706,-0.0148,0.024,0.0439,0.0166,-0.0472,-0.0454,0.0015,-0.0001,-0.0323,-0.11,-0.1343,-0.0357,-0.0038,0.0322,-0.0126,-0.0606,-0.0197,0.0248,0.0554,2
2197,0.6503,0.6502,0.0667,0.0281,0.0056,0.0297,0.0453,-0.0573,-0.0672,-0.0239,0.0237,0.0547,0.0188,-0.0527,-0.0383,-0.0022,0.0052,-0.0297,-0.1078,-0.1027,-0.0433,-0.0001,0.029,-0.0103,-0.0541,-0.022,0.0246,0.0407,2
2198,0.6501,0.6506,0.0845,0.0627,0.0061,0.0618,0.0378,-0.0571,-0.0732,-0.0313,0.0252,0.0184,0.0219,-0.061,-0.044,0.005,0.0008,-0.042,-0.1115,-0.0931,-0.0363,-0.0163,0.0337,-0.0072,-0.0566,-0.0292,0.0245,0.0438,2
2199,0.6499,0.6497,-0.0028,0.1049,0.0068,0.0547,0.0323,-0.0623,-0.0698,-0.0096,0.0236,0.0505,0.0215,-0.0607,-0.0442,-0.002,0.0033,-0.05,-0.115,-0.0938,-0.0353,0.0066,0.037,-0.0039,-0.0572,-0.0271,0.0234,0.0417,2
2200,0.6504,0.6498,0.0604,0.0211,0.002,0.0474,0.0405,-0.0539,-0.0666,-0.0128,0.0214,0.0326,0.0223,-0.0534,-0.0395,0.0076,0.0106,-0.0372,-0.116,-0.1116,-0.0353,-0.0026,0.0307,-0.0049,-0.0643,-0.048,0.022,0.0354,2
2201,0.6496,0.65,0.0742,0.0708,0.0061,0.067,0.0373,-0.0523,-0.0651,-0.0302,0.0241,0.0499,0.0255,-0.0545,-0.0411,-0.0026,-0.0024,-0.0241,-0.1096,-0.128,-0.0395,-0.0012,0.0326,-0.0071,-0.0573,-0.0338,0.0234,0.0328,2
2202,0.6494,0.6498,0.067,0.0075,0.0057,0.0732,0.0386,-0.0584,-0.0696,-0.0202,0.024,0.0567,0.0255,-0.052,-0.0363,0.0164,0.0029,-0.0392,-0.1142,-0.1158,-0.0404,0.0012,0.0329,-0.0133,-0.0534,-0.029,0.024,0.0298,2
2203,0.6497,0.6496,0.0801,0.0568,0.0071,0.0742,0.0423,-0.0572,-0.0631,-0.0349,0.0203,0.0537,0.0234,-0.0503,-0.0447,0.0097,0.0129,-0.0369,-0.1105,-0.1276,-0.0382,-0.0116,0.0361,-0.0104,-0.0641,-0.0423,0.024,0.04,2
2204,0.6501,0.6497,0.0712,0.1001,0.0066,0.0605,0.0407,-0.0616,-0.0689,-0.0334,0.023,0.0546,0.0171,-0.0512,-0.0471,0.0042,0.0029,-0.0337,-0.1061,-0.085,-0.0345,-0.0032,0.0349,-0.0051,-0.0528,-0.0399,0.0262,0.0419,2
2205,0.6502,0.6503,0.054,0.1134,0.0055,0.0561,0.0358,-0.0594,-0.0652,-0.0102,0.0217,0.0692,0.0182,-0.0498,-0.0424,-0.0083,-0.0061,-0.0346,-0.1147,-0.1271,-0.0314,0.0055,0.0325,-0.0104,-0.0578,-0.031,0.024,0.025,2
2206,0.6497,0.6501,0.0609,0.0662,0.0046,0.0443,0.0406,-0.0533,-0.0688,-0.0312,0.0251,0.0486,0.0201,-0.0528,-0.036,0.0183,0.0098,-0.0248,-0.112,-0.1027,-0.0396,-0.0107,0.0358,-0.0126,-0.062,-0.0497,0.0255,0.0461,2
2207,0.6501,0.6496,0.0638,0.0684,0.006,0.0534,0.0417,-0.0586,-0.0691,-0.0193,0.024,0.0569,0.0203,-0.0583,-0.0407,-0.0137,0.0028,-0.0277,-0.1136,-0.0926,-0.0374,-0.0059,0.0295,-0.0068,-0.0584,-0.0414,0.027,0.0434,2
2208,0.6501,0.6494,0.0928,0.075,0.0071,0.0632,0.039,-0.0592,-0.0671,-0.0378,0.0217,0.029,0.0188,-0.0473,-0.0396,0.0034,0.0093,-0.0465,-0.1133,-0.1021,-0.0367,0.0039,0.0276,-0.0081,-0.0613,-0.0265,0.0214,0.0314,2
